stage_b_order	accession	source_state	canonical_state	terminal_state	reason	row_sha256
141	GCF_016403925.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0c010acab2517650a85c45cddcefa37c004e29cf33a378627e810109e7c42fc9
142	GCF_013391275.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8df2005c030277f72564bdb04acf36e88357fd760bec2590bf5899223663395d
143	GCF_003076695.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	753af263552c8be4b6c43bd8c4bd4643203209688523a65688eeca9e47871558
144	GCF_013395855.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b015342637ca41a3353d6653626221622a3e9de33bc1ce0b8face92738cca16b
145	GCF_900096855.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b7e983dba05e7627107ec566c23c1694cea0b4d108082471115b7cc1b1ae0004
146	GCF_003731535.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	6803fbd63236c35f235ae147f3925023bf149c9e6fa6e7c2f00f17cdaa7d74a8
147	GCF_016103185.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	9329ba97b155f2eb530638f66246472ce55f7514413cbd61d6eeae0b663c4dd1
148	GCF_009393955.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	2da7dfcb5fd91a35ed1f55968402e5327a86970d462718cab60c4a279ff7fea3
149	GCF_002227115.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	7ca0cc2410950ead06bb9d60e46093579a085ad469f125fd86dc4f4c812b68a0
150	GCF_002542255.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	fc45906972b05e1c631097b14fb1e0765831f24555b5b4506c06a9f6a8c107c1
151	GCF_004569685.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	7b2df6fd47195cd08d860b2a9c136651c786c8d2196fbfd43a3b72d42c6e81fa
152	GCF_013395785.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	3bfde22b54ac500fb58e66025df37487068ac574ae143726ad7485d32339ca33
153	GCF_011404355.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b5b6ed0d6d793e5a5b86c8cb98b1b170c2f6ce113f7c95ecf896b845a0f32b1c
154	GCF_002228265.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	9ebb8afb540c83406e4b7c12120071b7813df1e5ad11e7f50c4f01ee48de077c
155	GCF_004523615.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5bdd686303fa3709f5ede7ac261599b9efe4234834c979b503e5bf60895d04da
156	GCF_019051815.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	ff4a4d0949f2ab1f97f0c41f38fc9b20fb384f32627f0fcd1ad06338360fa11b
157	GCF_016760895.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	58c63e40c27dc61dff9d075b2dc44d587bdad32f93262e855a8e46cc539d55ae
158	GCF_900500215.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	417ead4ecc6d7c02dc759f6e59b588f0f960b86a1c4fb2fb72880ff9ba080063
159	GCF_001894065.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	2b078d819d6c0322ce514bdeb6dc4ba24aabd21c305c2f562786a920d9ca3799
160	GCF_005399985.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0333e7008e500ec0025f66534a1d647551c8db35115d7f835b9950d671c22150
161	GCF_900520305.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	3f0cfedae051c94f60f80b9b3fbd52e04d3f3795a05dae537d028204ff3a908a
162	GCF_000627985.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	bdab4c3640846792ad027b4c29710a73f6bbed2f831326bf8f4a34ba9476e425
163	GCF_002972665.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	03dd93382cea955904c28c6d65d107499f4fec045dc473fe653b9e1cd1e29cbc
164	GCF_013183145.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5fd4d6468e6af14e3f729e6107312acdca6a32608ddbe0715058b8a0ad95419b
165	GCF_000458295.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8c9cb613db61575ba2fef5a1ea505d62b2457994e04c779f5dd297d74a6482d2
166	GCF_020216385.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	eaa1e6ebb0d1dcc404ec966b355e4a60e1d489069a4ade4f2325ede9df3ff0a7
167	GCF_002464385.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0592a0457e23035a209b06354cc6ff00aad3a5b9e472b0edee258b819afa23f1
168	GCF_004010615.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	f3324bd1b1a75ee8e30b1a694967097c6b8d3cf1ab52c057e6092e741d6ae489
169	GCF_006233005.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	36498f1223c8889b6b179de9f739ba460941b9a93356e16b3134dc5426fbe61c
170	GCF_019104325.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	ef236212388834aa547adf7f59eadaeddd6c9e8ebb981f7261edfaec68680093
171	GCF_000599645.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	c621da4cea6c07f75300918fa212dd7c9f8715b75d843b65fff68ba8d1ed4ec4
172	GCF_003956205.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5c3df90be0b9fc63ee168ca49fe8bc1f94dd319596c7a10c1816e2420afeddd8
173	GCF_014169035.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b7d8b000fb13d2cb63a2c10c8dd1d13de6e9c18b5039c167bc174ecd56b10dda
174	GCF_900016095.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	56668f5242ff47ed6ed62d3fdf622ce48aae290d1ed02f345dac30f2bbd57101
175	GCF_900015375.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	86b1e6be16ee7cd2b22ebf409b41f4489477eaa3bc5792d5f007b818c488a37c
176	GCF_000351505.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	94546210116fe8d662b884714690f9206b1a69dc5cf6ee4e41b30d8332cf9195
177	GCF_904809765.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	757c7c9ac6bd2d4c111123fe241f12d4715c49c38c705a6007957584bacf2ec4
178	GCF_015693755.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	f73e3b01c7d45b961a5bb3049c761d003008e8b6d15a5dee4711b5d855e6817d
179	GCF_021341955.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	4bd8612257751a94c1274f68a8269d46f49ab4f487ea5d4327131fd381ee5469
180	GCF_003292875.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	1c58bbeb3af6c7838125f3ac5ecd8abe00d0136a864e3f521115f431aded564f
181	GCF_000647475.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	779bc7d332455d23cd090c6bb3139cac43a5a6b1649666252567263ba9fb01d0
182	GCF_003293265.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5d828b18f01a0baff5af5aafacb9258a5065991c232cf50e1e7bbff6c20312a4
183	GCF_002467555.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	6e97994ba8e9217e07c5541407f7e7502490a356d524a71080e1302d79b9f458
184	GCF_904810175.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a0325973c384bab67635ca8d23dc487c2c1143b302053ee4bcb9643a3a113553
185	GCF_003367575.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b35dca005071fc65614ec49c1b1bc3c8fcc0a0c82132f6cd2c00a551f7a10a7f
186	GCF_009880525.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	1fe657a19df55a24fee7abb8c0d7b874ee095c019a949a6efb356fada60c861f
187	GCF_000752535.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	4c38a1b6a05fd810f1e77b63597b5e4062bcc5e2b6fe912a7ae0acb29d94f5a0
188	GCF_011045875.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	02d1494333b15edcb5f3fa260128060c30bcd58d667168daf7a64ec3e7e30dc9
189	GCF_000442065.2	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	1399cc9107f2daa6cb5f3f58860a1593cda82c2d232cc6ee77ec21701de53c0b
190	GCF_003686895.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	af72f687e6f4adb260c55c8f25538d95c101bfad16d73a29db3a7c02478d3754
191	GCF_010820865.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8191e1edb56b300db71f469f7b0fd0c5a2becff4b98de9e639482027d2cc3fb1
192	GCF_003322845.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	fafc8307a26b7832ace33fb37d1220b64234d7d890c18f1e34496cf8d453f452
193	GCF_900499545.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	3fc6d76f789485465ea5b23769e223b0c5769844a78c1291b42e48fe0033f37f
194	GCF_003328195.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	ca78b75bcda0864544a971b566b5606edb999c1a5fbf85e783abcb8c0196c772
195	GCF_002770195.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	2ce5c429e9634e38195ebbf941c70f83e20063f04b3bcdb9c7993978da036094
196	GCF_002016465.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	df518b882a92dbcd7b7c074f67e3886ad47eeaec8432646f7eb838c0d58731ff
197	GCF_002941745.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0b5ad1a71d560ffa73c9260688a09dd2484fef611dc715d1e6ed2e907d9147ac
198	GCF_002190145.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8497f1a8304977cbc495005656d989cebf792b5beec2500a4a33f4ef494b4ea8
199	GCF_003301195.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	f74d8f70e538ae7f2ce1cb6acd9c392ca85bb56433770cf59725ca99bc50696a
200	GCF_017163155.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b6defc062c6cac4ad21953f0b9376d79bf63cd6c3af5b2a0d741bc91309cf239
201	GCF_003145395.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	97e6fd018a158987c94461f5d2cee32d70b22fe3603111909181477ba0b0bc69
202	GCF_003300725.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	2e27b6ea6e173f0e0bdc9b4ab288c4e3a32ab12d4733908b9ee271f05b67f45c
203	GCF_001650275.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	507d7c1113c4ded70035fe4f16646e11f9530a6a3e233aff2ba756a3a4493ff4
204	GCF_014494815.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	4ba0f405b122652fd8c5bccf074f3c44024a0571ba0efda119af2e50416da734
205	GCF_002535515.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0bd90e7dd9b8ea76dc352c80676b6792923a4c58dbe6becf1acd994edd0a8a47
206	GCF_000798075.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	6ec9430115e2988c8a0a3fc7fb9bf8cf96a7e829db969d3fb77c6d4969da09be
207	GCF_002232295.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b7960125f9ea22404a7bc1c327a1ab533c422c3a3d92aca79ed5a8a10cd7ef3d
208	GCF_004569745.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	2acbdb8d71b62b0d8ff3c738f1593de6aded1f4795d6807f5a53ce6cca93f9a5
209	GCF_000418675.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	1bff2610a0e18c6e1b61f95fea94a3c312814ae4aacc9e5f35fbc917653a5459
210	GCF_006232215.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5bf4bd7c61a769fea1b2ecda761392312ba1e29e1a0788805f6f08217748401b
211	GCF_006238305.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	48e02c0b33579f3173becb2433579f026ba8cbc177a84535178498208ae554eb
212	GCF_000492235.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	d1b5e77ac0fb40f8fea6447707371a14f8f821335f45e813a609a7d42bfa80f2
213	GCF_003981055.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	2bb9358da56c9b22ef186c38f2751b1a95d81b31fc1748ff628de94b78539aae
214	GCF_005395665.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	6af0b8c59e4c460ef125d287fd092b1ef348912f9d6fdfcec071b57e85a462c2
215	GCF_015163255.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	97846a765499e479d28e05d06398a63638554e6e951a7a641a7ad39ae2dc90c9
216	GCF_000357005.2	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	e079f6420571a480cd89afda5ea7566eb1cd3c614473fd2f981c1d3c0b577f30
217	GCF_006349805.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	cb307770693d0ed419ec6164f8418bac9dc02a350a634254b1287bc8bb87f45e
218	GCF_013369795.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b2c3c8e00871ee943e3c315542970c28ac6e5f554f63277d736e8611231b6b7c
219	GCF_004661505.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	904f210ca7fa38b5cc494ce493baa21ee5547d1da29b36a76688b1a54b6ede84
220	GCF_002465635.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b0a7d6c04a828650e82dd1734b9d9115a9b07925a88b169d76396ed36baa1209
221	GCF_016889485.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	046bacb527f9ef232e27173cd2cccc85a09800d4f1775a6ec84e0211e8b3eee5
222	GCF_006236075.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	d27a660a7087db8d1fe324050ac551247cc3705aa1669b106e3cd493a57e2852
223	GCF_015160015.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	571bff91f1d8cdf6623588eec3117a074e08f50425ae28001b32824ee84a875c
224	GCF_001679985.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	cbd87a4dd16728ce0c92854660cda9e7063bc44c92bd9ec5f876de366bd9eb99
225	GCF_003830805.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	ba2fe3eae58704c18bed43ca97b593e1a5ab6883b2ca6e0fde0f74fe713ffd8d
226	GCF_020422075.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	bd2675e8b8079b21bb718ff4ed9d5ac9a9361f9c010dd7419164833ea77feef4
227	GCF_900196545.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	34f9f0468195e4a903632aa265778b2ae5dbb2b3ed4ddbd2d0ff2f5c9a755823
228	GCF_017594025.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	863650cb88a154d5fe16126870bb66f60fe96a2a1be6d355a6c04a06d4a0bcae
229	GCF_905219285.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	bcef752d01ee32dfe4518d3047d0f9e17ed1648c2b4b42b33dc9eadf02a2de08
230	GCF_000304075.2	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	40d18d11a31afdb373ed7e91844536ef21ef80793af7d28e5131b6f11def00f0
231	GCF_005399365.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	1e9dcac78766e731bf371641fbfdd8ff96f1df5c847bb11b30291e334ee204ee
232	GCF_004767025.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	524725ebf3d67a6c558b024e0301f46f3a0e14dbe7b6c8bd79b21c5c80db5d97
233	GCF_019800285.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	145f739da11fee54fc66c8647daecccf440c8803a6d0e02f061a18a381cec16e
234	GCF_002973095.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	77d80d9ef42547d654bc2a49d20d9fafc0cfdf62356a979b796b47a39327e775
235	GCF_002916665.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	c60de170e95ddcea744f17411c907a6876ff878ec56d1c47f8ed23378fa798c2
236	GCF_021108615.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	9f8f307e5abe70dec22dd7cf2c3701d706ac5b2e9a6e0b8532efd2cc701e427c
237	GCF_011045235.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	9a56a759fc54bfd3d98a4e632955cbccd8849a7aa596b788fb00bb1230276e83
238	GCF_019841145.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	33b1f1de0eeb8f4948bdef2adb39e779fc56ef305b35cfa8364446fdbce63961
239	GCF_002769655.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	464e5581731c43f4c0bc0e684069ccacb2f8e44d2ca58189e7aef6cf066fbe5f
240	GCF_014855895.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	ff02a2a7d84d66746a44165b8a4d71971459b928165aa1c706b54dc9d4d502ba
241	GCF_006350385.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	aba71b8fa02ac5d6bcb1bd87b76b96c6afe9e13fc4bc8ba6920a97a371c18430
242	GCF_009627495.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8c84e0ab4a805b406104f546438868598efaee0f8af13c3b494d48fee98d6625
243	GCF_003829865.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	74c02a04e86906d238c1771c67834262135a0af1e50327c3caba846813c20172
244	GCF_002810895.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	36777d432d21a04ca336202dd849bf3ca7d0a6ed8eee52337482586e83f8574f
245	GCF_014170995.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	c69f4ee0eb9e74221884b3a9b63027556ac8749b17d711a0f555e80acc2bf082
246	GCF_000781295.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	4f051887349ac92e982294f7ba6ca8af492a79f02523acfc1ecdafdd8682278e
247	GCF_002767435.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	ba7673d9fabc2ce8cd6753f4de62634c154d17eef65844f1839d3837951a0cf6
248	GCF_003982245.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	33c3b5caed2c0c3c2ed698d10f25fdf944d660ded2f4cdd6cd8e56e62cdde5c3
249	GCF_900479215.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	9d186e8ebf30d788429f097f1cb8afd2fd88f99bbee4039056ad0831e42e95c1
250	GCF_020089695.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	7715ca168a961b06e3fea1ceb13084e64bffecbf5b9ff12bccec5214f0d86171
251	GCF_003337025.1	COMPLETE	COMPLETE	VALIDATED	.	1727b5d95dca95f8bb31d62191ce10c90ef73bb2d55e890a496ff9cc1b7f7424
252	GCF_016903995.1	COMPLETE	COMPLETE	VALIDATED	.	cb18df0879d2adc134cbbb8c8b7f3c31076ef929c9cc5acb8902a835487a6c0c
253	GCF_016761285.1	COMPLETE	COMPLETE	VALIDATED	.	9de7186162875d650248bccdcf1630fc87393555b39c1c824c6b74d00ddd2638
254	GCF_001619145.1	COMPLETE	COMPLETE	VALIDATED	.	326b5f1a33b499d204bbdbaffcb13d5128b7ab811d3f93300690bf7e1e58b668
255	GCF_900480335.1	COMPLETE	COMPLETE	VALIDATED	.	232af400887dd13eb873715cfb8e8b766cee73bad59b63088829fea719c4b7e2
256	GCF_019104435.1	COMPLETE	COMPLETE	VALIDATED	.	926e14c9dda5cc8edb34cabae30c8955e3ae79dfc6da2c2dac63cc876d43fd2a
257	GCF_001638135.1	COMPLETE	COMPLETE	VALIDATED	.	70bb286bea2259f04896f2490ec6ddcf48f2212d14bd3bd3a64ef237455485ee
258	GCF_020786115.1	COMPLETE	COMPLETE	VALIDATED	.	a768e22cc74ea2507ab39d262ed2486219e4011dd4cbde08686edf2a0a65a02f
259	GCF_000773575.1	COMPLETE	COMPLETE	VALIDATED	.	d1e121b726fb87f8f113af8b61604dbf73bfa0bbff5783d1e202937905621d32
260	GCF_000267105.1	COMPLETE	COMPLETE	VALIDATED	.	c1aa3086eade76e9c1851c9f0917137682be42eb9c4b3b84ae2645082cd5d240
261	GCF_008389185.1	COMPLETE	COMPLETE	VALIDATED	.	63f9442392701ac5fda19fddaefe590c942124b76c1960a9aa606264779e3820
262	GCF_000753155.1	COMPLETE	COMPLETE	VALIDATED	.	a11c2a8080e2ad17d22f687887ffca64aef72bf23d02ad17bb1026ebeed157f7
263	GCF_902505045.1	COMPLETE	COMPLETE	VALIDATED	.	4489251793bc08a8dc4bc7daa698890ec209ee95afa9d0e0b1ac451c7be7e71c
264	GCF_000249175.1	COMPLETE	COMPLETE	VALIDATED	.	f83c4360b210a9581ca09e936a2d901d2ddce36680078681ce8041c5b83c28fa
265	GCF_005393525.1	COMPLETE	COMPLETE	VALIDATED	.	5176e1647aa778c0341e76d8f5a46516cdc8d65e367da0a1011b7d2998aed2f4
266	GCF_020162325.1	COMPLETE	COMPLETE	VALIDATED	.	386efcc407db9429ba92abda4c2faaab7c647c47a2fadac4b7e498797dd666e7
267	GCF_003306715.1	COMPLETE	COMPLETE	VALIDATED	.	512354aeee5291954891bc686be28e738c17c6182c3baee2e9852dee0a4678fe
268	GCF_902705595.1	COMPLETE	COMPLETE	VALIDATED	.	aa531b2ffff42e33de56a0584d9fa0706a0852d1154d6b47aa79c93f332bce84
269	GCF_900500585.1	COMPLETE	COMPLETE	VALIDATED	.	fab98d46009932d68a8c6473a34f5ec02fcf0bf70d841ed2d24f82eb091c107c
270	GCF_004960695.1	COMPLETE	COMPLETE	VALIDATED	.	d087dd14313ea98bf4bdd4a81ddfbaa4902bd3b1c022f848723f2cd8baa95afd
271	GCF_002515365.1	COMPLETE	COMPLETE	VALIDATED	.	6869f99d49e19fd5c65a635135a33c047d43c13f76805d301b127af4ef752b20
272	GCF_900479335.1	COMPLETE	COMPLETE	VALIDATED	.	84940f4111929dc110e0d8c598b87c5786fbe1e9f1363d785cc808098717b52b
273	GCF_015731485.1	COMPLETE	COMPLETE	VALIDATED	.	9bc7c93654a937ed4a69cb3de6d8bef1692bb078a8bcbb6a5961b13e4bf2339e
274	GCF_003000615.1	COMPLETE	COMPLETE	VALIDATED	.	befcc37b33547ad706762c6626a84c49699c3b1c48651e1e56e57a0396d93340
275	GCF_000781575.1	COMPLETE	COMPLETE	VALIDATED	.	8cf4468efb330c4269fd555c60d7a4046a70a639279381a4ca490674fac0300b
276	GCF_009832985.1	COMPLETE	COMPLETE	VALIDATED	.	769a7e3ee263a3049d12f72efd162aa29c6986aaeef5a0129b27eb0a6c08859e
277	GCF_000355295.1	COMPLETE	COMPLETE	VALIDATED	.	01ea3082a7feaf0008cf4f1f1e84f2bfeb377c4725ae4c6811954761638fe231
278	GCF_916160245.1	COMPLETE	COMPLETE	VALIDATED	.	690e2a4298ca2f8cc17ed5cb49bbc4636f2e95dcd8d7c919a2f0f09391d83902
279	GCF_003360075.1	COMPLETE	COMPLETE	VALIDATED	.	4c3e726179bc808dd2bb8143dd839cc5a30b5bb24592719f2b2681253f34a0cd
280	GCF_000358855.2	COMPLETE	COMPLETE	VALIDATED	.	252663b426cd03100a1f612631f4ffa63f91b76b40e916d35664ae20201646d3
281	GCF_002535305.1	COMPLETE	COMPLETE	VALIDATED	.	b92eafc74ddc9ebad672cfb17ca7afa410f0a27bb057afeeadc354dec861dc8a
282	GCF_000408345.1	COMPLETE	COMPLETE	VALIDATED	.	164037ebd1293b8616ea2465ee947105ed11001ac0309904cdfdd09f533844c8
283	GCF_001893525.1	COMPLETE	COMPLETE	VALIDATED	.	fd9cb617ce0347ccb452f366251bf719902bf712228b0659b618f5f511b3b944
284	GCF_002231955.1	COMPLETE	COMPLETE	VALIDATED	.	7695f4ae7c97d6f3a3cf850fb0b293d5409fa348a3b1e46ad0ef44a604886ed2
285	GCF_014529205.1	COMPLETE	COMPLETE	VALIDATED	.	39b9fa131c0e1bbcae95d9b8a8b6b8f10a0d15391f60bc2910f8786e6afb1f4d
286	GCF_003028135.1	COMPLETE	COMPLETE	VALIDATED	.	2908998aee401c7c7c4dd193cdab2a95efb867c44bf2bdb438714607d5bb1dcc
287	GCF_900479575.1	COMPLETE	COMPLETE	VALIDATED	.	8852ca8fedf02b3765d5fc25cc67852f4c1f6d2907f6e066a23ee0a84da55981
288	GCF_005388405.1	COMPLETE	COMPLETE	VALIDATED	.	b04a1c5d876fb97494eafd555c9367482e5c4b455e56dc1cc47d0914c60ce3a4
289	GCF_009822305.1	COMPLETE	COMPLETE	VALIDATED	.	f59701de0ed15863710be894cd5ea1369868281e5b1dcf8a615cd9efde918809
