cohort_order	accession	storage_release_id	storage_root	source_object_relpath	source_inventory_sha256	canonical_object_relpath	canonical_inventory_sha256	reuse_status	predecessor_digest_match	row_sha256
56	GCF_013073765.1	SELF	.	source_objects/GCF_013073765.1	92262ddbf3a2974859c4d4fd78245d1ddf68b6de7b1c2afca5f8eff217857a2b	canonical_objects/GCF_013073765.1	4ed9006f75914099ddcc52ba1df1581960fb38b3b5260c41a0b135cf2d0fb55a	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	5ab28a268c9e740b1db9c2ebb23afe3baedfcf130c1966fc930ff21b8a231223
57	GCF_005041275.1	SELF	.	source_objects/GCF_005041275.1	e200adf6ed1d712ee7fa08379010abe096b0e3164fcaa160dfacc65172e639cd	canonical_objects/GCF_005041275.1	400077c1de1d316cd67cf935de4536eacacc699e4bf2dd85a8a18ba2a6ffe68f	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	a8af5946c6f037bab238d25613006d2518824f7b69272a40e795a5062bdf5850
58	GCF_014862465.1	SELF	.	source_objects/GCF_014862465.1	84cfa4f22e1f530eeddbf19e95817424cd1ca096aee651baf23420b9a86b3141	canonical_objects/GCF_014862465.1	a15b15c4e996c696c5cc8c42435ff3b65ebe09386b28e07d2e982f889c927b7a	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	0ba29ed5f1e11807e4f326309fbfe7bd49ad4d882ae729eaafbb4ba5ef11fb89
59	GCF_900195795.1	SELF	.	source_objects/GCF_900195795.1	685e07137024e1f396b875c7a2022c21c1e849bc10d4c91ce0d7a83cab6658ed	canonical_objects/GCF_900195795.1	bba4dbba47293592d9f68d2c226b703289b64d9ba60d71e6c6656050ebe88965	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	5bf445d73c39dd10aff7178dee2e17e1f0b39aeda0299984dc571cc72f967f2a
60	GCF_014878375.1	SELF	.	source_objects/GCF_014878375.1	963ecbbef763e596884f407483282a7a27c676d3233a3dadaba50c0dbab85c8b	canonical_objects/GCF_014878375.1	c102a6362337381d2bf97718fed0206957b98af2f01960de5dd59f6c938d1db3	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	15982f082b7d55be0848660dbdc4fdd873ea7a212f5f29c374b9ccba24179c71
61	GCF_921293415.1	SELF	.	source_objects/GCF_921293415.1	89a0e689ebf5e799d670a7b55e8e7ff3c11bc86d1a2939885dcc10d237b4fea1	canonical_objects/GCF_921293415.1	7457fc6e15ba75308f580c7a7918ea7d7e301f9b24cb415d6c0102d4eee76173	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	130475dc803d070acb767b1572342e8824157dac3a75a3df2175cd720e2a45e8
62	GCF_006229985.1	SELF	.	source_objects/GCF_006229985.1	fdd79905a4929b2c775b4c696312567c66add553f5a65569b33e11f68e4b7af9	canonical_objects/GCF_006229985.1	6244df33655554fa0b45381df3ae42a1e391a0b65b2945103ba44d9709f36c60	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	78f040d63269e2dc7bcf680bf0fea1b32ed53d577b3af0d5e811ad77871f600b
63	GCF_005045505.1	SELF	.	source_objects/GCF_005045505.1	9ed2ee49482be54435e86f21c04ac988fe87d30c4c04a6a09fba515bb1fbe3d5	canonical_objects/GCF_005045505.1	6fba5cfeb5a4a281465681bc9e392c189994f2961dba46fe94b78dce1ab9ebb1	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	a9b2913123da103696170651929da0a8192923401e58b7d572d409c15d7012ed
64	GCF_001660345.1	SELF	.	source_objects/GCF_001660345.1	0d94cf810e0d6fb54842c9d86f768eb248cee3ab4b7f96ac8e01b755246ab8c3	canonical_objects/GCF_001660345.1	5b9b58afdd3e54467a4acccb10d2940af7869d22ec33de64f1dbff87f69538f9	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	7ee99b5fb6c5c503fa0d1dd89a72989ad339f743ebb377aef4ebc5456136868f
65	GCF_020162695.1	SELF	.	source_objects/GCF_020162695.1	93866f9ef83b7943a6fc383548154903e2f7d6269a2fd6c2853dfeafc65cd7f0	canonical_objects/GCF_020162695.1	8d5aabf7a4b41b2cae473d3b00c7ed232463c0881572f4d6ad03c9578cab7d2f	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	12d0d42f9b373b1f52513979ffb340fe3b31c16240201493d2a95f3356a15e9d
66	GCF_003981675.1	SELF	.	source_objects/GCF_003981675.1	b547523447e79f97d8072eaadb39b7ba9d4ed99b6414632cc37c0b87b151ca5f	canonical_objects/GCF_003981675.1	b43f6e765328b73baf666453f6686df48dcab62e03ba1bf127108f7bb3a489b5	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	35f3402bcbf3210f9cfaa2c9804c350a3c01899659a55b700b51f782a64bfad0
67	GCF_905330275.1	SELF	.	source_objects/GCF_905330275.1	b14d4c9af0b2a01a1175037d20433591af607cb6ac3fc54261f07e6f3a43c245	canonical_objects/GCF_905330275.1	ea2308f2d68d04c08fcf28d0e6fdd1e28201065f9fd6ba823eab6d3a4c2fa27a	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	15a82004b4c28c31161750138a2ca2bbe1c54e125668486203bb44bd2316c2d9
68	GCF_001617565.1	SELF	.	source_objects/GCF_001617565.1	41bf689aceb1c3e191dc75b4e11ff4b602464bf267e9234cc48d534613e26eca	canonical_objects/GCF_001617565.1	5dec183527ea1197752e1c18104c23af467ae35df941e0e2c95e9a930c00060a	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	633117e02f1ff0d8b68d3711714246e586123d6c29919c6123bf5d360b3e90f2
69	GCF_003983415.1	SELF	.	source_objects/GCF_003983415.1	c2760e41ab947616be9590b823cfb37196da3c612cb75bce35c905cf5c9c2481	canonical_objects/GCF_003983415.1	b647be173d31b0fe3499700f0a3a7dc767e292a44657fb31296ab9908d82e784	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	c942cef15cc526a154909eebce5f863ef2aae4118fa5b5fbf05fb20e4c053c5e
70	GCF_009899475.1	SELF	.	source_objects/GCF_009899475.1	f000bda397b9b3fdbfdc9002cb22d3752cd87c646d8cb44dc2a1fc1697d1f24e	canonical_objects/GCF_009899475.1	eb490255cd32a2a33615fe342d41fcc0adee72e6eb4a91b7a747c9f65d2c5830	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	d536d2d7404c1177b679bd715bc40bdfaa753a1af83bb3cc64f6c288ac35e235
71	GCF_002511115.1	SELF	.	source_objects/GCF_002511115.1	2ea8c9bbdb353a904afc83248ac1ceb7930c996ef4f86111b7664617b0feab89	canonical_objects/GCF_002511115.1	2e1a58fdab5563bbc1d15453b80de4f21e6d9933235acd7066178fd4484c40a1	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	770aebcf99de4deb0ced7d995c4ca05244236de30535e6938fa083b00583f1e4
72	GCF_001521595.1	SELF	.	source_objects/GCF_001521595.1	8b718fa0d87c1be2c0f0dac59216fbf6480156a974b9e0e58c13197bfe262b33	canonical_objects/GCF_001521595.1	1473f563f8a30abefa0eb378765979a5c5d8be7a9e8c6b87015d3b4056cd5423	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	fe4f65e8a9e38c0d80f636ee4a1d349614aa62ed2e2ec07a889f0fdb2a3b61d4
73	GCF_019351215.1	SELF	.	source_objects/GCF_019351215.1	00f7057d7dee5a397fef899489f56b33497191a688f905b3be7af338b0d14158	canonical_objects/GCF_019351215.1	fd1cde2c6b3173f9b115e7281161cd051f413a74212ea71e517aeea5152e4c50	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	62824ff6626549adcfd731aba7cc3270def8a74e2351400c31e0bc329fd9d05c
74	GCF_020731765.1	SELF	.	source_objects/GCF_020731765.1	77dbcfec282a2118f4daaa4bd84f1abde06b4d516baceb4675dbe2ae50343adf	canonical_objects/GCF_020731765.1	b42f7f9d3dfaa8eb15c2314005445b9c9770c38ed7f22e5bc6e4024ebddd1d92	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	e5710db2e72eca9fc7e3c9f692e0e269b0024d3a444a806331bf6d6388ba5002
75	GCF_001577325.1	SELF	.	source_objects/GCF_001577325.1	a569fff72be7d1fe90af1511597c85a487b0a55b04f3bdad7326dfeb5b9014b8	canonical_objects/GCF_001577325.1	703035c09b943e532baf2a0ada9386236aa9bc57a6ff9428771be354472456f1	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	98267a3ddeab8f249042f606730f563929109c612f47862c48777eaf870b1853
76	GCF_000777675.1	SELF	.	source_objects/GCF_000777675.1	59fe136456f9da762212d7443530819bec26221f5d5024f155d7c6bdf666ea59	canonical_objects/GCF_000777675.1	c35aa37be27667231533e7b30daf5c0b56cb008439de0eeaebc943477799b006	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	f20771fe9ca593278ea1ac63fbee1381ce4252ea04c33198f597d9f510949c48
77	GCF_002109645.1	SELF	.	source_objects/GCF_002109645.1	fedc43c0f5c37548a4fe0e1f7f5aaf33134d59df8cced6d06c7df08987635564	canonical_objects/GCF_002109645.1	b0141dabeeb651c7db73984dc9adab852842da6a586bc7e94aded2154c685dbb	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	016d98be87e01fb98c5428849355bde72ac70f4355c61fcad5600525235b27b6
78	GCF_003076715.1	SELF	.	source_objects/GCF_003076715.1	dbd8799fda5f64b837922c0523d5b8c49cb315349b1df4eebcddce0e3e3e7eea	canonical_objects/GCF_003076715.1	cb45dc3b290eb5ffa67fec6d4e099318c4b596d3f53b5db1abb5be79c150bd70	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	87136785ac8cf2ba2cc1890c312caa2ee4e1cc7a2db4025fa38b7e2987137c16
79	GCF_002518465.1	SELF	.	source_objects/GCF_002518465.1	39423df100a8afc92f18dfd2a904b63b1eb3829f4b8ddaae746c593677565a86	canonical_objects/GCF_002518465.1	ed177f60665ad7c8bfeeae537f3bb2e815398bb7c6f7fc43f3aa07eb9aa86bb8	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	664e3137694674c6f08c7b68123b2468fb60b8b0f4bd8820e3d79585b077b25a
80	GCF_000459215.1	SELF	.	source_objects/GCF_000459215.1	53bb34c74f2bbc82740fdb9b07902085d505ad87fb64223fba45b299d3160b88	canonical_objects/GCF_000459215.1	2fe354fcbd4d07697c1301f3d45f76b684a0f0801118acdd2bca6b9be577d01c	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	6761339b2b399b95b6aab30fdd0eaf10bd45bd57d9aec48957f7fa1019001018
81	GCF_900010055.1	SELF	.	source_objects/GCF_900010055.1	2c97648861d9b0f7525bf15137dfd32946c888e2a5812ed0857205ad1c95cae8	canonical_objects/GCF_900010055.1	757ecc1bd20abbbcb2147536bc078b592fe99329f136b70f73158b3e351512e2	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	175fae8d731552ee91d1c06d36c0c8ec37d9a8db35d220e91aaa6530d17b16fa
82	GCF_002769075.1	SELF	.	source_objects/GCF_002769075.1	3fe3da21b535c995441d432ef96ec04d5f8651f6d1d5f7c1abe19543e9f28a5d	canonical_objects/GCF_002769075.1	5f46b13d09c2d34ef12a515204cf5c1e5e34677db5c0c0da503b2bd0dcbf7e57	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	2945928d0a57c5c6fba51739a44f03f7217db650ca740c3d2bb50883021ec0fe
83	GCF_009910015.1	SELF	.	source_objects/GCF_009910015.1	c2410310b732f50311f89290053a0287b0b5e86afc70c148cddd966856a30f7a	canonical_objects/GCF_009910015.1	a4a2f3d5bc7dc96004e52f39e77c5cdc188269fa8b3044b759f9e83c01161f0e	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	8ccc3a7fc3adb4ccb58947dc7690c3d809c56162142ea3f33bd596d3185ac303
84	GCF_013370905.1	SELF	.	source_objects/GCF_013370905.1	f2c00fffc4235f698420c8178816cf25b25e05daa24784a1df797da555566025	canonical_objects/GCF_013370905.1	b7438047d4ecf5647633d20a9daf16435cd8b3d29c6afea922d678979fd5391f	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	6608b9b51ae963c9f81116cefd362b50aae2fd2369591a9fbe5efe73f921090b
85	GCF_000619025.1	SELF	.	source_objects/GCF_000619025.1	0714527d0952ff61e2cd43ec0ed8f154f3b4e7ea123557e7682fbd93ff0a9c74	canonical_objects/GCF_000619025.1	8727e442b648ebb1bb4cb4b189c6dc679fc30aa3ef2c3ec8bc82b5d29e394dd8	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	6ea42d4527a67195ff69a642aec3a89fd6b96c7c2965f581a8d48058c2e5affc
86	GCF_016404105.1	SELF	.	source_objects/GCF_016404105.1	ea3ef7dbff9d4559c62aebe7041f60202c72bf1227c729f3cbfbbf854223ea5a	canonical_objects/GCF_016404105.1	fe76847b864a5f12fb130c892be2508079285046d6a502fe36b3e1159bcacf94	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	f1115dfe39647d57c292d1aa327d65c8c4dcc8abad7a46d0b7385bfd20c9861b
87	GCF_902859475.1	SELF	.	source_objects/GCF_902859475.1	61dbcae260476ee77c34b645ba97e9d07b315d318bb8dede4f9ccce218af3f35	canonical_objects/GCF_902859475.1	b2aaade0cbfa24df0d460bef70bb0fa42e71a445682d5a074976aa99536626fe	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	dc7d4a4424964cd08aba8d8e2754b4153936a3c0ef38fa392075b69f8318fa08
88	GCF_019282095.1	SELF	.	source_objects/GCF_019282095.1	c0e281043b49577dacb1164fcd0c42e9e87fda5b2efb439e0352c0c7e1edca3d	canonical_objects/GCF_019282095.1	53e90f04f4433c706e1061ebcdef08a3be25ca4e8cfb5bf982130cf589684064	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	dda118817281d88477b8b89c386fff04dd940d01b3929fcbe43b9e47f53db47e
89	GCF_000326905.1	SELF	.	source_objects/GCF_000326905.1	06a3b5d00d7567bb83f5597e461f16ef2431752ea08d30447ce629d5c1e8affb	canonical_objects/GCF_000326905.1	2181a02867cd0c90f7e530fce790df0b5e8adf670780ed220aa8928fae5d1ec0	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	8c8718ce887143545ea461d3033f7d5741be18a423ad4650539ac35717935280
90	GCF_003357545.1	SELF	.	source_objects/GCF_003357545.1	764780fd7e1be2198f9c2091e3fb998cc9ef6656879b99807603bfbc70ae617a	canonical_objects/GCF_003357545.1	f3def6b24edbadab19e69644b8b7f4b2618a2ca9b9644757758468d9404eec2e	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	311da228ef8abd9e0f491b6923ac777eb46f747caf35d54efcdd3e2d8fac23f1
91	GCF_001753505.1	SELF	.	source_objects/GCF_001753505.1	cc0305dffcf5be7e5f6b89685145c22e27c4ec5d4130b93a8e414221f49615f2	canonical_objects/GCF_001753505.1	cff241bfc953873b04c960ebdd28c428bbda3d0171da1d39fe1d061cfb6dcd5d	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	8121047335ebd63fe2a9fcbb8d69d44f55ef827bc9b5a126448bca897289768d
92	GCF_003292995.1	SELF	.	source_objects/GCF_003292995.1	6b51aa48ad9a2a5c35de5f4c064e333d800b4ca0d2dc2252ac406f3bc89b6b63	canonical_objects/GCF_003292995.1	d581e8c4463047e9dda99dfc7508a7b12f2382f33f6199494f8f56445fd09d89	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	a2b4ad9b1b96821df14a709da488ec862a1f43686aed3b3f0bff3aae60977b22
93	GCF_001713625.1	SELF	.	source_objects/GCF_001713625.1	dddba4d82d040212bf370403815cd8218c3099d29d87e2f840b49001ad55975d	canonical_objects/GCF_001713625.1	8f288514fd8fb2d6baf4c441a74da715950dfd87379b14761ce4d609be9f75a4	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	3616f2cf832c8cd90a0bc9bf70ff2a6651b453000e25d7944fad2f0457e960d8
94	GCF_010592655.1	SELF	.	source_objects/GCF_010592655.1	99ca7e4e4bbb537828d5fcba1019421889817fa28f203f69cc9be638ce99edda	canonical_objects/GCF_010592655.1	9c61de003d0fa67f90fbfe32fb390dbb82f580f507beaad856827ef121b61838	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	b41aa796b23ac49d61d43e7769141bab91a56a83c4aafd6f282d21ac4d7ee3fe
95	GCF_003322245.1	SELF	.	source_objects/GCF_003322245.1	eb3da64c28cd4db540bc03434631427eb1983e072168950c625e1cf58602d021	canonical_objects/GCF_003322245.1	edc5d6ce7549335691966031144547f143f91a1b5b064526e97b016c5c1bb260	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	36a57639d8efccc45125c7e65052860081abc6627fee5b6f35ff1c004a241042
96	GCF_900490675.1	SELF	.	source_objects/GCF_900490675.1	e2ca38f046b67dcd78a63ee4fe3b94d1f3f8a15cd879a09e6428ecec45b13f46	canonical_objects/GCF_900490675.1	d3183de9baac98739af74b17859bd6e376029b10b0e1c881b6c1121719346be6	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	f19bf6c386210a339ede0cdffb2416a0836539c7aafc3b0243772e79da98e138
97	GCF_017896545.1	SELF	.	source_objects/GCF_017896545.1	b54248e644bc2d0170e4eedaf0f27c3bfda9d1fb7c739a60eae51d1621ed7381	canonical_objects/GCF_017896545.1	bcc73c7731b818128a6dc5d21453deeb992c9251d8941fdf1b01954a575528a8	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	725a5cff2529a1f4682f02cde0f058dd0e1255c9fbc02b104624e2ae6c648d13
98	GCF_900499395.1	SELF	.	source_objects/GCF_900499395.1	aec402380c2a9e9861cea466941ea0fdd37ca63a6cc45a487bae7a94b55f315e	canonical_objects/GCF_900499395.1	424cfe5e982646193efdb803a6c05d4700a142fc4ff0ffc00a93f179763ea5dd	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	cba8cf37a03b1aec7df42b3e9a88fe8f1b11cf3841b003155a25b582c2dfe34d
99	GCF_019957265.1	SELF	.	source_objects/GCF_019957265.1	2e93ba5d581582bed1cbbbd32012ea5229c7b33e46cf684756abd46ae65b0f23	canonical_objects/GCF_019957265.1	9abe16a264a01e69ca2d7da53f21a5ea393ec99df7f8bef0051a93569dceea5c	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	c36ae04105155096e8dce203ebfca74686837a6c2b91bf79ac89428953afb55f
100	GCF_003730815.1	SELF	.	source_objects/GCF_003730815.1	46d2fc5895e4eca0fda7208ffa6ebb466542137731e06892fcb72d8c7d6d5b88	canonical_objects/GCF_003730815.1	56eb3d8d6fb5086db0b262b4bb99329a6778894ab3105b248ed8cae3b37e28c3	CREATED_OR_CHECKSUM_RESUMED	NOT_APPLICABLE_NEW_OBJECT	8a2b528f097f8b196f2d52389c7087262cee62d57ec6d3ef55867f9bb0420d01
