run	scientific_name	queries	library_strategy	platform	bioproject	uids	tier_e1_archetype
DRR021571	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990797	
DRR021572	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990798	
DRR021573	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990799	
DRR021575	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990801	
DRR021576	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990802	
DRR021578	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990804	
DRR021579	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990805	
DRR021581	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990807	
DRR021582	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990808	
DRR021583	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990809	
DRR021585	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990811	
DRR021586	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990812	
DRR021587	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990813	
DRR021588	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990814	
DRR021589	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990815	
DRR021590	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990816	
DRR021591	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990817	
DRR021593	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990819	
DRR021594	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990820	
DRR021595	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990821	
DRR021596	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990822	
DRR021597	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990823	
DRR021598	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990824	
DRR021599	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990825	
DRR021600	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990826	
DRR021601	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990827	
DRR021602	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990828	
DRR021604	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990830	
DRR021605	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990831	
DRR021606	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990832	
DRR021607	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990833	
DRR021608	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990834	
DRR021609	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990835	
DRR021610	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990836	
DRR021612	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990838	
DRR021614	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990840	
DRR021617	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990843	
DRR021619	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990845	
DRR021621	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990847	
DRR021622	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990848	
DRR021624	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990850	
DRR021625	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990851	
DRR021626	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990852	
DRR021628	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990854	
DRR021629	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990855	
DRR021630	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990856	
DRR021631	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990857	
DRR021632	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990858	
DRR021633	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990859	
DRR021634	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990860	
DRR021635	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990861	
DRR021636	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990862	
DRR021637	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990863	
DRR021639	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990865	
DRR021640	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990866	
DRR021641	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990867	
DRR021643	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990869	
DRR021644	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990870	
DRR021646	Escherichia coli str. K-12 substr. MDS42	E2	WGS	ILLUMINA	DRP002356	990872	
DRR021649	Escherichia coli str. K-12 substr. MDS42	E2	WGS		DRP002356	990875	
DRR050994	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866736	
DRR050995	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866737	
DRR050997	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866739	
DRR051000	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866742	
DRR051002	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866744	
DRR051003	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866745	
DRR051004	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866746	
DRR051005	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866747	
DRR051006	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866748	
DRR051010	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866752	
DRR051011	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866753	
DRR051012	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866754	
DRR051013	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866755	
DRR051014	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866756	
DRR051017	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866759	
DRR051018	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866760	
DRR051019	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866761	
DRR051020	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866762	
DRR051021	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866763	
DRR051022	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866764	
DRR051027	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866769	
DRR051028	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866770	
DRR051029	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866771	
DRR051031	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866773	
DRR051032	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866774	
DRR051035	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866777	
DRR051036	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	2866778	
DRR051039	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	3183324	
DRR051041	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	3183326	
DRR051042	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	3183327	
DRR051043	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	3183328	
DRR051045	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	3183330	
DRR051046	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	3183331	
DRR061430	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992391	
DRR061431	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992392	
DRR061432	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992393	
DRR061433	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992394	
DRR061434	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992395	
DRR061435	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992396	
DRR061436	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992397	
DRR061438	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992399	
DRR061439	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992400	
DRR061440	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992401	
DRR061441	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992402	
DRR061442	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992403	
DRR061444	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992405	
DRR061445	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992406	
DRR061446	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992407	
DRR061447	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992408	
DRR061448	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992409	
DRR061449	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992410	
DRR061450	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992411	
DRR061451	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992412	
DRR061453	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992414	
DRR061454	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992415	
DRR061455	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992416	
DRR061456	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992417	
DRR061457	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992418	
DRR061458	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992419	
DRR061459	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992420	
DRR061460	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992421	
DRR061461	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992422	
DRR061462	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992423	
DRR061463	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992424	
DRR061464	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992425	
DRR061465	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992426	
DRR061466	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992427	
DRR061467	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992428	
DRR061468	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992429	
DRR061469	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992430	
DRR061470	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992431	
DRR061471	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992432	
DRR061472	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992433	
DRR061473	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992434	
DRR061475	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992436	
DRR061476	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992437	
DRR061477	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992438	
DRR061478	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992439	
DRR061479	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992440	
DRR061480	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992441	
DRR061481	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992442	
DRR061482	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992443	
DRR061483	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992444	
DRR061484	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992445	
DRR061485	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992446	
DRR061486	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992447	
DRR061487	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992448	
DRR061488	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992449	
DRR061489	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992450	
DRR061490	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992451	
DRR061491	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992452	
DRR061492	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992453	
DRR061493	Escherichia coli	E2	WGS	ILLUMINA	DRP003614	3992454	
DRR065946	Escherichia coli	E2	WGS	ILLUMINA	DRP003586	3916272	
DRR065947	Escherichia coli	E2	WGS	ILLUMINA	DRP003586	3916273	
DRR065948	Escherichia coli	E2	WGS	ILLUMINA	DRP003586	3916274	
DRR065949	Escherichia coli	E2	WGS		DRP003586	3916275	
DRR065950	Escherichia coli	E2	WGS		DRP003586	3916276	
DRR065951	Escherichia coli	E2	WGS		DRP003586	3916277	
DRR076810	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760527	
DRR076812	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760529	
DRR076813	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760530	
DRR076814	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760531	
DRR076815	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760532	
DRR076816	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760533	
DRR076821	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760538	
DRR076823	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760540	
DRR076825	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760542	
DRR076827	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760544	
DRR076828	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760545	
DRR076833	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760550	
DRR076835	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760552	
DRR076837	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760554	
DRR076838	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760555	
DRR076841	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760558	
DRR076842	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760559	
DRR076844	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760561	
DRR076847	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760564	
DRR076849	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760566	
DRR076852	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760569	
DRR076857	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760574	
DRR076858	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760575	
DRR076861	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760578	
DRR076862	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760579	
DRR076863	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760580	
DRR076865	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760582	
DRR076867	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760584	
DRR076868	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760585	
DRR076870	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760587	
DRR076872	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760589	
DRR076874	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760591	
DRR076876	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760593	
DRR076878	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760595	
DRR076879	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760596	
DRR076881	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760598	
DRR076882	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760599	
DRR076883	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760600	
DRR076884	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760601	
DRR076885	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760602	
DRR076888	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760605	
DRR076892	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760609	
DRR076893	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760610	
DRR076897	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760614	
DRR076900	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760617	
DRR076901	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760618	
DRR076902	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760619	
DRR076904	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760621	
DRR076909	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760626	
DRR076910	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760627	
DRR076911	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760628	
DRR076913	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760630	
DRR076917	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760634	
DRR076920	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760637	
DRR076924	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760641	
DRR076930	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760647	
DRR076932	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760649	
DRR076934	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760651	
DRR076938	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760655	
DRR076941	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003472	3760658	
DRR082430	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761301	
DRR082431	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761302	
DRR082432	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761303	
DRR082433	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761304	
DRR082434	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761305	
DRR082435	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761306	
DRR082436	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761307	
DRR082437	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761308	
DRR082438	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761309	
DRR082439	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761310	
DRR082440	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761311	
DRR082441	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761312	
DRR082442	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761313	
DRR082443	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761314	
DRR082444	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761315	
DRR082445	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761316	
DRR082446	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761317	
DRR082447	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761318	
DRR082448	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761319	
DRR082449	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761320	
DRR082450	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761321	
DRR082451	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761322	
DRR082452	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761323	
DRR082453	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761324	
DRR082454	Escherichia coli O157	E2	WGS	ILLUMINA	DRP003474	3761325	
DRR089862	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	3899750	
DRR089863	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	3899751	
DRR090513	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927368	
DRR090514	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927369	
DRR090515	Escherichia coli str. K-12 substr. W3110	E2	WGS	ILLUMINA	DRP003591	3927370	
DRR090516	Escherichia coli str. K-12 substr. W3110	E2	WGS	ILLUMINA	DRP003591	3927371	
DRR090517	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927372	
DRR090518	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927373	
DRR090519	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927374	
DRR090520	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927375	
DRR090521	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927376	
DRR090522	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927377	
DRR090523	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927378	
DRR090524	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927379	
DRR090525	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927380	
DRR090526	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927381	
DRR090527	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927382	
DRR090528	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927383	
DRR090529	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927384	
DRR090530	Escherichia coli BL21	E2	WGS	ILLUMINA	DRP003591	3927385	
DRR090531	Escherichia coli BL21(DE3)	E2	WGS	ILLUMINA	DRP003591	3927386	
DRR090532	Escherichia coli	E2	WGS	ILLUMINA	DRP003591	3927387	
DRR092860	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145358	
DRR092862	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145360	
DRR092863	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145361	
DRR092865	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145363	
DRR092867	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145365	
DRR092868	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145366	
DRR092870	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145368	
DRR092872	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145370	
DRR092873	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145371	
DRR092874	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145372	
DRR092875	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145373	
DRR092877	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145375	
DRR092878	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145376	
DRR092881	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145379	
DRR092882	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145380	
DRR092884	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145382	
DRR092885	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145383	
DRR092887	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145385	
DRR092888	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145386	
DRR092889	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145387	
DRR092890	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145388	
DRR092891	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145390	
DRR092892	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145391	
DRR092893	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145392	
DRR092894	Escherichia coli	E2	WGS	ILLUMINA	DRP003215	4145389	
DRR099178	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712928	
DRR099179	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712929	
DRR099180	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712930	
DRR099181	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712931	
DRR099182	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712932	
DRR099183	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712933	
DRR099184	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712934	
DRR099185	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712935	
DRR099186	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712936	
DRR099187	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712937	
DRR099188	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712938	
DRR099189	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712939	
DRR099190	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712940	
DRR099191	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712941	
DRR099192	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712942	
DRR099193	Escherichia coli DH1	E2	WGS	ILLUMINA	DRP005310	8712943	
DRR102547	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742666	
DRR102556	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742675	
DRR102557	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742676	
DRR102559	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742678	
DRR102562	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742681	
DRR102566	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742685	
DRR102570	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742689	
DRR102605	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742724	
DRR102615	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742734	
DRR102643	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742762	
DRR102650	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742769	
DRR102652	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742771	
DRR102666	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742785	
DRR102674	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742793	
DRR102692	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742811	
DRR102703	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742822	
DRR102707	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742826	
DRR102738	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742857	
DRR102739	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742858	
DRR102742	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742861	
DRR102756	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742875	
DRR102776	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742895	
DRR102778	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742897	
DRR102789	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742908	
