run	scientific_name	queries	library_strategy	platform	bioproject	uids	tier_e1_archetype
ERR2019278	Escherichia coli	E2	WGS	ILLUMINA	ERP023807	4234820	
ERR2023112	Escherichia coli	E2	WGS	ILLUMINA	ERP022164	4709718	
ERR2023113	Escherichia coli	E2	WGS	ILLUMINA	ERP022164	4709719	
ERR2025970	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025971	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025972	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025973	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025974	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025975	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025976	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025977	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025978	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025979	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025980	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025981	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025982	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR2025983	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP017465	13463442	
ERR204289	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	282804	
ERR2088799	Escherichia coli	E2	WGS	ILLUMINA	ERP024408	4575903	
ERR2097819	Escherichia coli	E2	WGS	ILLUMINA	ERP009142	4399821	
ERR2118033	Escherichia coli	E2	WGS	ILLUMINA	ERP021213	4487744	
ERR2137851	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP104476	4544174	
ERR2137852	Escherichia coli str. K-12 substr. MG1655	E2	WGS		ERP104476	4544175	
ERR2146801	Escherichia coli	E2	WGS	ILLUMINA	ERP012811	4555524	
ERR2146802	Escherichia coli	E2	WGS	ILLUMINA	ERP012811	4555525	
ERR2146803	Escherichia coli	E2	WGS	ILLUMINA	ERP012811	4555526	
ERR2146804	Escherichia coli	E2	WGS	ILLUMINA	ERP012811	4555527	
ERR2146805	Escherichia coli	E2	WGS	ILLUMINA	ERP012811	4555528	
ERR2146806	Escherichia coli	E2	WGS	ILLUMINA	ERP012811	4555529	
ERR2146807	Escherichia coli	E2	WGS	ILLUMINA	ERP012811	4555530	
ERR2184786	Escherichia coli	E2	WGS	ILLUMINA	ERP104990	4680536	
ERR2193923	Escherichia coli	E2	WGS	ILLUMINA	ERP023807	4727238	
ERR2204345	Escherichia coli	E2	WGS	ILLUMINA	ERP105380	4773276	
ERR2232602	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845220	
ERR2232608	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845226	
ERR2232610	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845228	
ERR2232618	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845234	
ERR2232622	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845238	
ERR2232625	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845241	
ERR2232627	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845243	
ERR2232630	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845246	
ERR2232632	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845248	
ERR2232634	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845250	
ERR2232638	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845254	
ERR2232641	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845257	
ERR2232643	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845259	
ERR2232648	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845264	
ERR2232653	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845269	
ERR2232655	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845271	
ERR2232657	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845273	
ERR2232660	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845276	
ERR2232663	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845279	
ERR2232669	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845281	
ERR2232671	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845283	
ERR2232672	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845284	
ERR2232679	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845291	
ERR2232683	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845293	
ERR2232685	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845295	
ERR2232687	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845297	
ERR2232688	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845298	
ERR2232697	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845304	
ERR2232709	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845311	
ERR2232711	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845313	
ERR2232712	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845314	
ERR2232715	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845317	
ERR2232718	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845320	
ERR2232719	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845321	
ERR2232722	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845324	
ERR2232723	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845325	
ERR2232727	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845329	
ERR2232728	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845330	
ERR2232729	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845331	
ERR2232732	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845334	
ERR2232733	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845335	
ERR2232734	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845336	
ERR2232739	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845338	
ERR2232740	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845339	
ERR2232741	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845340	
ERR2232742	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845341	
ERR2232743	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845342	
ERR2232744	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845343	
ERR2232748	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845347	
ERR2232749	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845348	
ERR2232750	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845349	
ERR2232751	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845350	
ERR2232752	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845351	
ERR2232754	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845353	
ERR2232755	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845354	
ERR2232756	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845355	
ERR2232757	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845356	
ERR2232760	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845359	
ERR2232763	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845362	
ERR2232764	Escherichia coli	E2	WGS	ILLUMINA	ERP104945	5845363	
ERR2265581	Escherichia coli	E2	WGS	ILLUMINA	ERP019992	5217304	
ERR2265582	Escherichia coli	E2	WGS	ILLUMINA	ERP019992	5217305	
ERR2265583	Escherichia coli	E2	WGS	ILLUMINA	ERP019992	5217306	
ERR2265584	Escherichia coli	E2	WGS	ILLUMINA	ERP019992	5217307	
ERR2265585	Escherichia coli	E2	WGS	ILLUMINA	ERP019992	5217308	
ERR2265586	Escherichia coli	E2	WGS	ILLUMINA	ERP019992	5217309	
ERR230397	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	332878	
ERR230427	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	332908	
ERR230450	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	332931	
ERR230465	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	332946	
ERR2531853	Escherichia coli	E2	WGS	ILLUMINA	ERP108335	5457952	
ERR2531854	Escherichia coli	E2	WGS	ILLUMINA	ERP108335	5457953	
ERR2632192	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821785	
ERR2632193	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821786	
ERR2632196	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821789	
ERR2632198	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821791	
ERR2632201	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821794	
ERR2632202	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821795	
ERR2632206	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821799	
ERR2632212	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821805	
ERR2632213	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821806	
ERR2632214	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821807	
ERR2632216	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821809	
ERR2632218	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821811	
ERR2632221	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821814	
ERR2632222	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821815	
ERR2632223	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821816	
ERR2632224	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821817	
ERR2632225	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821818	
ERR2632227	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821820	
ERR2632230	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821823	
ERR2632231	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821824	
ERR2632232	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821825	
ERR2632233	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821826	
ERR2632235	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7821828	
ERR2642340	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643700	
ERR2642341	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643701	
ERR2642342	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643702	
ERR2642347	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643707	
ERR2642348	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643708	
ERR2642349	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643709	
ERR2642350	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643710	
ERR2642351	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643711	
ERR2642352	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643712	
ERR2642353	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643713	
ERR2642354	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643714	
ERR2642355	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643715	
ERR2642356	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643716	
ERR2642358	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643717	
ERR2642360	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643718	
ERR2642362	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643719	
ERR2642369	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643722	
ERR2642523	Escherichia coli	E2	WGS	ILLUMINA	ERP109381	6643731	
ERR2672426	Escherichia coli	E2	WGS		ERP013538	5883490	
ERR2672427	Escherichia coli	E2	WGS		ERP013538	5883491	
ERR2680426	Escherichia coli	E2	WGS	ILLUMINA	ERP109694	5894291	
ERR2680427	Escherichia coli	E2	WGS	ILLUMINA	ERP109694	5894292	
ERR2680428	Escherichia coli	E2	WGS	ILLUMINA	ERP109694	5894293	
ERR2680429	Escherichia coli	E2	WGS	ILLUMINA	ERP109694	5894294	
ERR2680430	Escherichia coli	E2	WGS	ILLUMINA	ERP109694	5894295	
ERR2680431	Escherichia coli	E2	WGS	ILLUMINA	ERP109694	5894296	
ERR2680432	Escherichia coli	E2	WGS	ILLUMINA	ERP109694	5894297	
ERR2680433	Escherichia coli	E2	WGS	ILLUMINA	ERP109694	5894298	
ERR2680434	Escherichia coli	E2	WGS	ILLUMINA	ERP109694	5894299	
ERR2681677	Escherichia coli	E2	WGS	ILLUMINA	ERP109698	5920803	
ERR2681678	Escherichia coli	E2	WGS	ILLUMINA	ERP109698	5920804	
ERR2681679	Escherichia coli	E2	WGS	ILLUMINA	ERP109698	5920805	
ERR2681680	Escherichia coli	E2	WGS	ILLUMINA	ERP109698	5920806	
ERR2681681	Escherichia coli	E2	WGS	ILLUMINA	ERP109698	5920807	
ERR2681682	Escherichia coli	E2	WGS	ILLUMINA	ERP109698	5920808	
ERR2681683	Escherichia coli	E2	WGS	ILLUMINA	ERP109698	5920809	
ERR2681684	Escherichia coli	E2	WGS	ILLUMINA	ERP109698	5920810	
ERR2681685	Escherichia coli	E2	WGS	ILLUMINA	ERP109698	5920811	
ERR2681686	Escherichia coli	E2	WGS	ILLUMINA	ERP109698	5920812	
ERR2740769	Escherichia coli	E2	WGS		ERP110432	6222446	
ERR2740770	Escherichia coli	E2	WGS		ERP110432	6222447	
ERR2740771	Escherichia coli	E2	WGS		ERP110432	6222449	
ERR2740772	Escherichia coli	E2	WGS		ERP110432	6222450	
ERR2740773	Escherichia coli	E2	WGS		ERP110432	6222451	
ERR2740774	Escherichia coli	E2	WGS		ERP110432	6222452	
ERR2740776	Escherichia coli	E2	WGS		ERP110432	6222454	
ERR2740777	Escherichia coli	E2	WGS		ERP110432	6222455	
ERR2740778	Escherichia coli	E2	WGS		ERP110432	6222456	
ERR2740779	Escherichia coli	E2	WGS		ERP110432	6222457	
ERR2740780	Escherichia coli	E2	WGS		ERP110432	6222458	
ERR2740781	Escherichia coli	E2	WGS		ERP110432	6222459	
ERR2740782	Escherichia coli	E2	WGS		ERP110432	6222460	
ERR2740783	Escherichia coli	E2	WGS		ERP110432	6222461	
ERR2740784	Escherichia coli	E2	WGS		ERP110432	6222462	
ERR2740785	Escherichia coli	E2	WGS		ERP110432	6222463	
ERR2740786	Escherichia coli	E2	WGS		ERP110432	6222464	
ERR2740787	Escherichia coli	E2	WGS		ERP110432	6222465	
ERR2754043	Escherichia coli	E2	WGS		ERP110432	6231163	
ERR2754044	Escherichia coli	E2	WGS		ERP110432	6231164	
ERR279204	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	406260	
ERR279206	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	406262	
ERR279251	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	406212	
ERR279253	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	406214	
ERR279254	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	406215	
ERR279257	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	406218	
ERR279260	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	406221	
ERR279262	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	406223	
ERR279268	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	406229	
ERR279269	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	406230	
ERR2812325	Escherichia coli	E2	WGS	ILLUMINA	ERP111065	11983620	
ERR2817244	Escherichia coli	E2	WGS	ILLUMINA	ERP111123	12042678	
ERR2817245	Escherichia coli	E2	WGS	ILLUMINA	ERP111123	12042679	
ERR2817246	Escherichia coli	E2	WGS	ILLUMINA	ERP111123	12042680	
ERR2817247	Escherichia coli	E2	WGS	ILLUMINA	ERP111123	12042681	
ERR2817248	Escherichia coli	E2	WGS	ILLUMINA	ERP111123	12042682	
ERR2817249	Escherichia coli	E2	WGS	ILLUMINA	ERP111123	12042683	
ERR2817250	Escherichia coli	E2	WGS	ILLUMINA	ERP111123	12042684	
ERR2817251	Escherichia coli	E2	WGS	ILLUMINA	ERP111123	12042685	
ERR2817252	Escherichia coli	E2	WGS	ILLUMINA	ERP111123	12042686	
ERR2820183	Escherichia coli	E2	WGS	ILLUMINA	ERP111242	6507316	
ERR2820196	Escherichia coli	E2	WGS	ILLUMINA	ERP111255	6507329	
ERR3063137	Escherichia coli	E2	WGS	ILLUMINA	ERP113278	7551173	
ERR3097839	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824012	
ERR3097840	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824013	
ERR3097841	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824014	
ERR3097842	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824015	
ERR3097843	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824016	
ERR3097844	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824017	
ERR3097845	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824018	
ERR3097846	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824019	
ERR3097847	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824020	
ERR3097848	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824021	
ERR3097849	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824022	
ERR3097850	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824023	
ERR3097851	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824024	
ERR3097852	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824025	
ERR3097853	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824026	
ERR3097854	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824027	
ERR3097855	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824028	
ERR3097856	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824029	
ERR3097857	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824030	
ERR3097858	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824031	
ERR3097859	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824032	
ERR3097860	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824033	
ERR3097861	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824034	
ERR3097862	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824035	
ERR3097863	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824036	
ERR3097864	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824037	
ERR3097865	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824038	
ERR3097866	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824039	
ERR3097867	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824040	
ERR3097868	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824041	
ERR3097869	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824042	
ERR3097870	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824043	
ERR3097871	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824044	
ERR3097872	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824045	
ERR3097873	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824046	
ERR3097874	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824047	
ERR3097875	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824048	
ERR3097876	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824049	
ERR3097877	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824050	
ERR3097878	Escherichia coli	E2	WGS	ILLUMINA	ERP113496	9824051	
ERR314309	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450779	
ERR314310	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450780	
ERR314331	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450801	
ERR314332	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450802	
ERR314339	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450809	
ERR314349	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450819	
ERR314386	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450856	
ERR314388	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450858	
ERR314389	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450859	
ERR314391	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450861	
ERR314392	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450862	
ERR314394	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	450864	
ERR316950	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	461715	
ERR316952	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	461717	
ERR316957	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	461722	
ERR316999	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	461763	
ERR317001	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	461765	
ERR317002	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	461766	
ERR317008	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	461772	
ERR317013	Escherichia coli	E2	WGS	ILLUMINA	ERP001784	461777	
ERR3317606	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823385	
ERR3317608	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823387	
ERR3317611	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823390	
ERR3317613	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823392	
ERR3317620	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823399	
ERR3317621	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823400	
ERR3317622	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823401	
ERR3317623	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823402	
ERR3317626	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823405	
ERR3317627	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823406	
ERR3317632	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823411	
ERR3317633	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823412	
ERR3317636	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823415	
ERR3317639	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823418	
ERR3317641	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823420	
ERR3317642	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823421	
ERR3317644	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823423	
ERR3317646	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823425	
ERR3317649	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823428	
ERR3317650	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823429	
ERR3317652	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823431	
ERR3317656	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823435	
ERR3317659	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823438	
ERR3317662	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823441	
ERR3317663	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823442	
ERR3317664	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823443	
ERR3317666	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823445	
ERR3317667	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823446	
ERR3317668	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823447	
ERR3317670	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823449	
ERR3317677	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823456	
ERR3317681	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823460	
ERR3317682	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823461	
ERR3317689	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823468	
ERR3317691	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823470	
ERR3317696	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823475	
ERR3317698	Escherichia coli	E2	WGS	ILLUMINA	ERP021713	7823477	
ERR3331253	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377206	
ERR3331254	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377207	
ERR3331255	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377208	
ERR3331256	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377209	
ERR3331257	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377210	
ERR3331258	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377211	
ERR3331259	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377212	
ERR3331260	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377213	
ERR3331261	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377214	
ERR3331262	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377215	
ERR3331263	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377216	
ERR3331264	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377217	
ERR3331265	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377218	
ERR3331266	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377219	
ERR3331267	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377220	
ERR3331268	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377221	
ERR3331269	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377222	
ERR3331270	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377223	
ERR3331271	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377224	
ERR3331272	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377225	
ERR3331273	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377226	
ERR3331274	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377227	
ERR3331275	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377228	
ERR3331276	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377229	
ERR3331277	Escherichia coli	E2	WGS	ILLUMINA	ERP115338	11377230	
ERR3393043	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962622	
ERR3393045	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962624	
ERR3393046	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962625	
ERR3393049	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962628	
ERR3393052	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962631	
ERR3393058	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962637	
ERR3393066	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962645	
ERR3393100	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962679	
ERR3393103	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962682	
ERR3393109	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962688	
ERR3393110	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962689	
ERR3393116	Escherichia coli	E2	WGS	ILLUMINA	ERP115939	12962695	
