url	sha256	md5
https://conda.anaconda.org/conda-forge/linux-64/libxml2-2.12.6-h232c23b_1.conda	c0bd693bb1a7e5aba388a0c79be16ff92e2411e03aaa920f94b4b33bf099e254	6853448e9ca1cfd5f15382afd2a6d123
https://conda.anaconda.org/conda-forge/linux-64/libzlib-1.2.13-hd590300_5.conda	370c7c5893b737596fd6ca0d9190c9715d89d888b8c88537ae1ef168c25e82e4	f36c115f1ee199da648e0597ec2047ad
https://conda.anaconda.org/conda-forge/noarch/lzstring-1.0.4-py_1001.tar.bz2	b74a27f7156755502ce6efd4e9bab7b4352a4e825cdea9764626dabf0f8637ed	08f3559feb5354d308287d9dc10ef184
https://conda.anaconda.org/conda-forge/noarch/markdown-3.6-pyhd8ed1ab_0.conda	fce1fde00359696983989699c00f9891194c4ebafea647a8d21b7e2e3329b56e	06e9bebf748a0dea03ecbe1f0e27e909
https://conda.anaconda.org/conda-forge/noarch/markdown-it-py-3.0.0-pyhd8ed1ab_0.conda	c041b0eaf7a6af3344d5dd452815cdc148d6284fec25a4fa3f4263b3a021e962	93a8e71256479c62074356ef6ebf501b
https://conda.anaconda.org/conda-forge/linux-64/markupsafe-2.1.5-py310h2372a71_0.conda	3c18347adf1d091ee9248612308a6bef79038f80b626ef67f58cd0e8d25c65b8	f6703fa0214a00bf49d1bef6dc7672d0
https://conda.anaconda.org/conda-forge/linux-64/matplotlib-base-3.8.4-py310h62c0568_0.conda	3d81bbbd2ca7b4d4ff4fcbe3a4543fba5978d2945cdc67c74465ccd74783df85	bdfa3aee52579c6b3dde12f52e266ef2
https://conda.anaconda.org/conda-forge/noarch/mdurl-0.1.2-pyhd8ed1ab_0.conda	64073dfb6bb429d52fff30891877b48c7ec0f89625b1bf844905b66a81cce6e1	776a8dd9e824f77abac30e6ef43a8f7a
https://conda.anaconda.org/conda-forge/linux-64/metis-5.1.0-h59595ed_1007.conda	446bf794497284e2ffa28ab9191d70c38d372c51e3fd073f0d8b35efb51e7e02	40ccb8318df2500f83bd868dd8fcd201
https://conda.anaconda.org/conda-forge/linux-64/mpfr-4.2.1-h9458935_1.conda	38c501f6b8dff124e57711c01da23e204703a3c14276f4cf6abd28850b2b9893	8083b20f566639c22f78bcd6ca35b276
https://conda.anaconda.org/bioconda/noarch/multiqc-1.19-pyhdfd78af_0.tar.bz2	47f1c3e99d58849bea8587bf8d9e1522f61413f7fc05bd0aa8a6e93202de0751	02b8f518ff28acda6940ec622cd86338
https://conda.anaconda.org/conda-forge/noarch/munkres-1.1.4-pyh9f0ad1d_0.tar.bz2	f86fb22b58e93d04b6f25e0d811b56797689d598788b59dcb47f59045b568306	2ba8498c1018c1e9c61eb99b973dfe19
https://conda.anaconda.org/conda-forge/linux-64/ncurses-6.4.20240210-h59595ed_0.conda	aa0f005b6727aac6507317ed490f0904430584fa8ca722657e7f0fb94741de81	97da8860a0da5413c7c98a3b3838a645
https://conda.anaconda.org/conda-forge/noarch/networkx-3.3-pyhd8ed1ab_1.conda	cbd8a6de87ad842e7665df38dcec719873fe74698bc761de5431047b8fada41a	d335fd5704b46f4efb89a6774e81aef0
https://conda.anaconda.org/conda-forge/linux-64/numpy-1.26.4-py310hb13e2d6_0.conda	028fe2ea8e915a0a032b75165f11747770326f3d767e642880540c60a3256425	6593de64c935768b6bad3e19b3e978be
https://conda.anaconda.org/bioconda/linux-64/odgi-0.8.6-py310h6cc9453_0.tar.bz2	5e75dd3c8eabf8877d64225c02ff8f521298eada0db8f923634e5304ddd32f8d	a7e7741875a70f63eda666bbb4e57466
https://conda.anaconda.org/conda-forge/linux-64/openjpeg-2.5.2-h488ebb8_0.conda	5600a0b82df042bd27d01e4e687187411561dfc11cc05143a08ce29b64bf2af2	7f2e286780f072ed750df46dc2631138
https://conda.anaconda.org/conda-forge/linux-64/openssl-3.2.1-hd590300_1.conda	2c689444ed19a603be457284cf2115ee728a3fafb7527326e96054dee7cdc1a7	9d731343cff6ee2e5a25c4a091bf8e2a
https://conda.anaconda.org/conda-forge/noarch/packaging-24.0-pyhd8ed1ab_0.conda	a390182d74c31dfd713c16db888c92c277feeb6d1fe96ff9d9c105f9564be48a	248f521b64ce055e7feae3105e7abeb8
https://conda.anaconda.org/conda-forge/linux-64/perl-5.32.1-7_hd590300_perl5.conda	9ec32b6936b0e37bcb0ed34f22ec3116e75b3c0964f9f50ecea5f58734ed6ce9	f2cfec9406850991f4e3d960cc9e3321
https://conda.anaconda.org/bioconda/noarch/pggb-0.6.0-hdfd78af_0.tar.bz2	76fa575f203d68ae871370386e56ce352d1efc2e95ef899c85e1f542251e2942	f2b66eaeb32a80677c365f41f3f5dd33
https://conda.anaconda.org/conda-forge/linux-64/pigz-2.8-h2797004_0.conda	a21c2cc838c5fb97757f639cd6db77cc1e1ed572ae3c49109cd1e1481f1f0c63	1832561770273ca7cf52b989dd83e6c3
https://conda.anaconda.org/conda-forge/linux-64/pillow-10.0.1-py310h29da1c1_1.conda	4c18593b1b90299e0f1f7a279ccce6dbe0aba694758ee039c0850e0119d3b3e8	8e93b1c69cddf89fd412178d3d418bae
https://conda.anaconda.org/conda-forge/noarch/pip-24.0-pyhd8ed1ab_0.conda	b7c1c5d8f13e8cb491c4bd1d0d1896a4cf80fc47de01059ad77509112b664a4a	f586ac1e56c8638b64f9c8122a7b8a67
https://conda.anaconda.org/conda-forge/linux-64/pthread-stubs-0.4-h36c2ea0_1001.tar.bz2	67c84822f87b641d89df09758da498b2d4558d47b920fd1d3fe6d3a871e000ff	22dad4df6e8630e8dff2428f6f6a7036
https://conda.anaconda.org/conda-forge/noarch/pyaml-env-1.1.0-pyhd8ed1ab_0.tar.bz2	f125be49d476be958672fe02b0a81d992484ce1bad9844caa628bfddaf4db89d	a3bc37e2d4399db27f25ef7a44315df0
https://conda.anaconda.org/conda-forge/linux-64/pybind11-2.12.0-py310hd41b1e2_0.conda	f4e82f5c2cda6033019090e9f76f6baa4756ca6c1587a5f23434f4ad96e22664	ccca9cbbb4dff75ef7c71198334949cb
https://conda.anaconda.org/conda-forge/linux-64/pybind11-global-2.12.0-py310hd41b1e2_0.conda	077f3097e94a2bfdad40f767eb2a9e10ddbfb22ce51a55fe574478004541ae8c	bc3d12eba230b26f88162b412046a821
https://conda.anaconda.org/conda-forge/noarch/pygments-2.17.2-pyhd8ed1ab_0.conda	af5f8867450dc292f98ea387d4d8945fc574284677c8f60eaa9846ede7387257	140a7f159396547e9799aa98f9f0742e
https://conda.anaconda.org/conda-forge/noarch/pyparsing-3.1.2-pyhd8ed1ab_0.conda	06c77cb03e5dde2d939b216c99dd2db52ea93a4c7c599f3882f136005c359c7b	b9a4dacf97241704529131a0dfc0494f
https://conda.anaconda.org/conda-forge/noarch/pysocks-1.7.1-pyha2e5f31_6.tar.bz2	a42f826e958a8d22e65b3394f437af7332610e43ee313393d1cf143f0a2d274b	2a7de29fb590ca14b5243c4c812c8025
https://conda.anaconda.org/conda-forge/linux-64/python-3.10.14-hd12c33a_0_cpython.conda	76a5d12e73542678b70a94570f7b0f7763f9a938f77f0e75d9ea615ef22aa84c	2b4ba962994e8bd4be9ff5b64b75aff2
https://conda.anaconda.org/conda-forge/noarch/python-dateutil-2.9.0-pyhd8ed1ab_0.conda	f3ceef02ac164a8d3a080d0d32f8e2ebe10dd29e3a685d240e38b3599e146320	2cf4264fffb9e6eff6031c5b6884d61c
https://conda.anaconda.org/conda-forge/linux-64/python-igraph-0.10.4-py310h33b8572_1.conda	d6bf938245e7f8c5a6ea1778796e947981eba8f87bbcabf1c065e0b781579620	3c3b2bb8da9fddaed918bfb67ce47021
https://conda.anaconda.org/conda-forge/linux-64/python_abi-3.10-4_cp310.conda	456bec815bfc2b364763084d08b412fdc4c17eb9ccc66a36cb775fa7ac3cbaec	26322ec5d7712c3ded99dd656142b8ce
https://conda.anaconda.org/conda-forge/linux-64/pyyaml-5.4.1-py310h5764c6d_4.tar.bz2	2c1b9e511cec0f90cdf524fe873d87d31cf96917a11552848d298e77e2309418	99a4d5b5df0c98e65fe625ea3ba8cc82
https://conda.anaconda.org/conda-forge/linux-64/readline-8.2-h8228510_1.conda	5435cf39d039387fbdc977b0a762357ea909a7694d9528ab40f005e9208744d7	47d31b792659ce70f470b5c82fdfb7a4
https://conda.anaconda.org/conda-forge/noarch/requests-2.31.0-pyhd8ed1ab_0.conda	9f629d6fd3c8ac5f2a198639fe7af87c4db2ac9235279164bfe0fcb49d8c4bad	a30144e4156cdbb236f99ebb49828f8b
https://conda.anaconda.org/conda-forge/noarch/rich-13.7.1-pyhd8ed1ab_0.conda	2b26d58aa59e46f933c3126367348651b0dab6e0bf88014e857415bb184a4667	ba445bf767ae6f0d959ff2b40c20912b
https://conda.anaconda.org/conda-forge/noarch/rich-click-1.7.4-pyhd8ed1ab_0.conda	91e0b041cf663d4a8e27f1cf572d265d90fdf3a58fa6513bc41292572ca5462f	a3e6556c7cfce33ba7dae23fb17d3303
https://conda.anaconda.org/bioconda/linux-64/seqwish-0.7.10-h43eeafb_0.tar.bz2	87bd428350ea6fa07d2797a7a6d5489d4f6a285a5f1604b5a93a520d8b0d589b	631b0c672b6a3d5c40e465ea9bb62eff
https://conda.anaconda.org/conda-forge/noarch/setuptools-69.5.1-pyhd8ed1ab_0.conda	72d143408507043628b32bed089730b6d5f5445eccc44b59911ec9f262e365e7	7462280d81f639363e6e63c81276bd9e
https://conda.anaconda.org/conda-forge/linux-64/simplejson-3.19.2-py310h2372a71_0.conda	4f25f8e74915744537b432d13b42a0e4029c0f114b6d68f24b2bfe62b85b777c	5e041309543e4a27fb44e2c2f644c7fe
https://conda.anaconda.org/conda-forge/noarch/six-1.16.0-pyh6c4a22f_0.tar.bz2	a85c38227b446f42c5b90d9b642f2c0567880c15d72492d8da074a59c8f91dd6	e5f25f8dbc060e9a8d912e432202afc2
